"UserID","age","gender","school_year","education_type4","smoking_frequency","vaping_frequency","cannabis_days","online_gambling","drunk_lifetime","ever_used_laughing_gas","ever_used_other_drugs","breakfast_days","energy_drink_days","fruit_days","vegetable_days","water_days","sports_club","sports_leisure","gaming_frequency","friends_alcohol","friends_smoking","friends_cannabis","school_safety","school_theft","school_cannabis","school_drug_dealing","feels_happy","future_confidence_categories","handles_stress_well","has_mental_health_issues","often_lonely","recovers_quickly","tiktok_use","youtube_use","instagram_account1","instagram_account2","instagram_account3","tiktok_account1","tiktok_account2","tiktok_account3","youtube_account1","youtube_account2","youtube_account3","inf_category_content_creator___influencer","inf_category_brand___media_channel","inf_category_music_artist","inf_category_athlete___influencer","inf_theme_lifestyle___personal","inf_theme_comedy___entertainment","inf_theme_sports___football","inf_theme_fashion___beauty","inf_theme_music___performance","inf_theme_gaming","inf_theme_news___commentary","inf_theme_entertainment___stunts","inf_theme_fitness___health","inf_theme_business","inf_scope_other","inf_scope_netherlands","inf_scope_rotterdam_region"
1705078,"12 years old or younger",2,2,"Havo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","Every day","Every day","4 to 6 days per week","Every day","(Almost) never","None","None","None","Strongly agree","Never","Never","Never",NA," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",2,2,"Scootwood.",NA,NA,"Messi.","Ronaldo.","Neymar.",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705085,"16 years old",2,4,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Not Every Day","(Almost) never","4 days per week","5 days per week","Every day","2 or 3 days per week","1 day per week","1 day per week","Some","None","None","Agree","Never","Sometimes","Sometimes","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","No / Neutral",0,3,"@zachking","@efteling","#feyenoord",NA,NA,NA,"@Mrbeast","@Mark Rober","@Glowmovies",50,0,0,0,0,33.3333333333333,0,0,0,0,0,16.6666666666667,0,0,33.3333333333333,16.6666666666667,0
1705115,"12 years old or younger",2,2,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","5 days per week","5 days per week","Every day","2 or 3 days per week","4 to 6 days per week","(Almost) every day","None","Some","None","Agree","Never","I don't know","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,2,"feyenoord","bankzitters","royalistiq","bankzitters","barcelona","feyenoord","bankzitters","espn","don",33.3333333333333,22.2222222222222,0,0,5.55555555555556,16.6666666666667,16.6666666666667,0,0,11.1111111111111,5.55555555555556,0,0,0,0,33.3333333333333,22.2222222222222
1705118,"12 years old or younger",2,2,NA,"Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Not Every Day","Unknown","Every day",NA,"Not Every Day","(Almost) never","2 or 3 days per week","(Almost) every day","None","None","None","Neither agree nor disagree","Never","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,2,"khamzat chiimaev","hakim ziyech","kylie jenner","gefrituurdekomkommer","hamidfrommountins","khamzat chimaev","idk","idk","idk",11.1111111111111,0,0,0,5.55555555555556,0,0,5.55555555555556,0,0,0,0,0,0,11.1111111111111,0,0
1705120,"15 years old",2,4,"Vmbo-gt","Smoked","Vaped","Never Used Cannabis","No","Drunk","Never Used Laughing Gas","No","Every Day","At least Once a Week","Every day","5 days per week","Not Every Day","2 or 3 days per week","1 day per week","4 or 5 days per week","Some","Some","Some","Agree","Never","Often","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,3,"Feyenoord","Man City","PSG","Feyenoord","433","ADF Samski","Koen Weijland","Don","Enzo Knol",33.3333333333333,22.2222222222222,0,0,11.1111111111111,11.1111111111111,16.6666666666667,0,0,11.1111111111111,5.55555555555556,0,0,0,0,44.4444444444444,11.1111111111111
1705139,"13 years old",2,2,"Vmbo-gt","Never Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","(Almost) never","Every day","4 to 6 days per week","(Almost) never","(Almost) every day","None","None","None","Agree","Sometimes","Never","Never","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",2,3,NA,NA,NA,"Mr beast","Eddie vr",NA,"Markeplier","Gamemeneer","Mr beast",60,0,0,0,0,20,0,0,0,20,0,20,0,0,40,20,0
1705147,"16 years old",2,4,"Vmbo-bk","Never Smoked","Never Vaped","Never Used Cannabis","No","Drunk","Never Used Laughing Gas","No","Not Every Day","At least Once a Week","Every day","Every day","Not Every Day","Less than 1 day per week","(Almost) never","(Almost) every day","Some","Some","Some","Strongly agree","I don't know","Often","I don't know","Yes (score 4 or 5)","Little to no trust in their own future (score 5 or lower)","No, finds it difficult / neutral","No","Often / (Almost) always","No / Neutral",2,3,NA,NA,NA,NA,NA,NA,"phydaly","bo time gaming","dolarplays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705149,"13 years old",2,2,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","3 days per week","4 days per week","Every day","4 to 6 days per week","4 to 6 days per week","4 or 5 days per week","None","None","None","Agree","Never","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",0,3,"paraduze","fortnite","rocketleauge",NA,NA,NA,"paraduze","ikzelf",NA,20,20,0,0,0,10,0,0,0,30,0,0,0,0,20,20,0
1705153,"14 years old",2,2,"Vmbo-bk","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","Every day","Every day","Every day","Every day","2 or 3 days per week","None","None","None","Strongly agree","Never","I don't know","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,3,"dbgc","feyenoord","voetbal","feyenoord","dbgc","goalkeeper","gio","don","enzo knol",33.3333333333333,11.1111111111111,0,0,16.6666666666667,11.1111111111111,11.1111111111111,0,0,5.55555555555556,0,0,0,0,0,22.2222222222222,22.2222222222222
1705161,"14 years old",2,2,"Havo","Unknown","Never Vaped","Never Used Cannabis","No","Drunk","Never Used Laughing Gas","No","Every Day","At least Once a Week","6 days per week","Every day","Every day","Every day","2 or 3 days per week","2 or 3 days per week","Some","None","None","Strongly agree","Never","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,2,"Enzo knol","Messi","Ronaldo",NA,NA,NA,NA,NA,NA,33.3333333333333,0,0,33.3333333333333,33.3333333333333,0,16.6666666666667,0,0,16.6666666666667,0,0,0,0,33.3333333333333,33.3333333333333,0
1705163,"13 years old",2,2,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","5 days per week","5 days per week","Not Every Day","2 or 3 days per week","2 or 3 days per week","(Almost) every day","None","None","None","Agree","I don't know","Often","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",0,3,NA,NA,NA,NA,NA,NA,"kalvijn","frankvd","stefan de vries",100,0,0,0,0,66.6666666666667,0,0,0,0,0,33.3333333333333,0,0,0,100,0
1705164,"15 years old",2,4,"Havo","Smoked","Vaped","Never Used Cannabis","No","Drunk","Never Used Laughing Gas","No","Every Day","At least Once a Week","Every day","Every day","Every day","2 or 3 days per week","2 or 3 days per week","2 or 3 days per week","Most","Most","Some","Agree","Almost never","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","No / Neutral",3,2,"433","433nl","meervoormannen",NA,NA,NA,"bankzitters","monstertube",NA,20,40,0,0,0,20,10,0,0,10,10,10,0,0,0,40,20
1705167,"13 years old",2,2,"Havo","Never Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Not Every Day","(Almost) never","Every day","Every day","Every day","2 or 3 days per week","2 or 3 days per week","2 or 3 days per week","None","Some","None","Agree","Almost never","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",0,3,"mrbeast","harm","walnut",NA,NA,NA,"mrbeast","harm","walnut",50,0,0,0,0,8.33333333333333,0,0,0,16.6666666666667,0,25,0,0,16.6666666666667,33.3333333333333,0
1705169,"14 years old",2,4,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","5 days per week","4 days per week","Every day","(Almost) never","Every day","(Almost) every day","Some","None","Some","Agree","I don't know","Almost never","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",0,3,NA,NA,NA,NA,NA,NA,"markiplier","game theory","north of the border",66.6666666666667,0,0,0,0,0,0,0,0,66.6666666666667,0,0,0,0,66.6666666666667,0,0
1705171,"13 years old",2,2,"Vmbo-bk","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","At least Once a Week","6 days per week","6 days per week","Every day",NA,"Every day","2 or 3 days per week","Some","Some","Some","Neither agree nor disagree","Never","Never","Never","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,2,"443","endsreeltv",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705173,"15 years old",2,4,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","5 days per week","4 days per week","Every day","2 or 3 days per week","2 or 3 days per week","4 or 5 days per week","None","None","None","Agree","I don't know","I don't know","I don't know","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",0,2,"Cristiano Ronaldo","Thesunnahguy","Mufti menk",NA,NA,NA,"Mrbeast","Mufti menk","Twisty",33.3333333333333,0,0,0,0,8.33333333333333,0,0,0,8.33333333333333,0,16.6666666666667,0,0,16.6666666666667,16.6666666666667,0
1705190,"13 years old",2,2,"Havo","Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Not Every Day","At least Once a Week","5 days per week","3 days per week","Not Every Day","2 or 3 days per week","2 or 3 days per week","(Almost) every day","Some","Some","Some","Agree","Never","Sometimes","Almost never","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","Yes, does not find it difficult","No","(Almost) never / Sometimes","No / Neutral",3,2,NA,NA,NA,NA,NA,NA,"enzoknol 2","Royalistiq",NA,100,0,0,0,25,50,0,0,0,25,0,0,0,0,0,100,0
1705191,"13 years old",2,2,"Vmbo-bk","Smoked","Vaped","Used Cannabis","Yes but not for money","Drunk","Never Used Laughing Gas","Yes","Every Day","(Almost) never",NA,"Every day","Every day","2 or 3 days per week","(Almost) never","2 or 3 days per week","Some","Most","Most","Strongly agree","Sometimes","Sometimes","Often","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,2,"Lana roadhes","Mia kalifa","M83","Mdemma","Buurtwacht","Mia Khalifa","Moto madness","Kai cenat","Andrew tate",33.3333333333333,0,0,0,9.25925925925926,9.25925925925926,0,3.7037037037037,0,5.55555555555556,5.55555555555556,0,0,0,22.2222222222222,0,11.1111111111111
1705193,"15 years old",2,4,"Vmbo-bk","Never Smoked","Never Vaped","Never Used Cannabis","Yes but not for money","Never Drunk","Never Used Laughing Gas","No","Every Day","At least Once a Week","5 days per week","4 days per week","Not Every Day","4 to 6 days per week","4 to 6 days per week","1 day per week","Some","None","None","Strongly agree","Never","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,3,"Sieme0102","Marijnkuipers","Aniekluiden","Marijnkuipers","Siemesparta",NA,"Luuk.steen","Bankbots","Henkie",12.5,0,0,0,4.16666666666667,0,0,4.16666666666667,0,0,0,0,4.16666666666667,0,0,12.5,0
1705198,"15 years old",2,4,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day",NA,"Every day","(Almost) never","1 day per week","(Almost) every day","None","None","None","Agree","Never","Sometimes","Never",NA," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,3,"Feyenoord","premier league","433","officialbenderbij","dylan.page","duperdushichef","Enzo Knol","EspnNL","Koen Weijland",44.4444444444444,33.3333333333333,0,0,11.1111111111111,11.1111111111111,22.2222222222222,0,0,11.1111111111111,16.6666666666667,0,5.55555555555556,0,11.1111111111111,55.5555555555556,11.1111111111111
1705205,"14 years old",2,2,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Used Laughing Gas","No","Not Every Day","(Almost) never","(Almost) never","(Almost) never","Every day","(Almost) never","4 to 6 days per week","(Almost) every day","None","None","None","Neither agree nor disagree","Never","Never","Never","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","Yes, does not find it difficult","No","(Almost) never / Sometimes","No / Neutral",0,3,NA,NA,NA,NA,NA,NA,"doger142 gamer","mrbeast","nightfox",33.3333333333333,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,33.3333333333333,0,0
1705208,"15 years old",2,4,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","4 days per week","5 days per week","Every day","2 or 3 days per week","2 or 3 days per week","(Almost) every day","None","None","None","Strongly agree","I don't know","I don't know","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",0,3,NA,NA,NA,NA,NA,NA,"StukTV","Twisty","Enzoknol",100,0,0,0,16.6666666666667,33.3333333333333,0,0,0,33.3333333333333,0,16.6666666666667,0,0,0,100,0
1705209,"16 years old",2,4,"Vmbo-bk","Never Smoked","Never Vaped","Never Used Cannabis","Yes for money","Never Drunk","Never Used Laughing Gas","No","Not Every Day","(Almost) never","5 days per week","5 days per week","Every day","4 to 6 days per week","4 to 6 days per week","2 or 3 days per week","Most","Most","Some",NA,"Never",NA,"Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,1,"sem_msld.010",NA,NA,"frenkie05",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705215,"13 years old",2,2,"Vwo","Never Smoked","Vaped","Used Cannabis","Yes for money","Drunk","Used Laughing Gas","Yes","Not Every Day","At least Once a Week","(Almost) never","(Almost) never","Not Every Day","Every day","(Almost) never","(Almost) every day","Some","Some","(Almost) all","Neither agree nor disagree","Sometimes","Often","Sometimes","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,3,NA,NA,NA,"enzoknol","damien","rijk","enzoknol","royalistic","IshowMeat",50,0,0,0,13.8888888888889,22.2222222222222,0,0,0,13.8888888888889,0,0,0,0,0,50,0
1705227,"16 years old",2,4,"Vmbo-gt","Never Smoked","Vaped","Used Cannabis","No","Drunk","Never Used Laughing Gas","No","Not Every Day","At least Once a Week","3 days per week","3 days per week","Not Every Day","2 or 3 days per week","(Almost) never","2 or 3 days per week","Some","Some","Most","Strongly agree","I don't know","I don't know","I don't know","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","No / Neutral",3,3,NA,NA,NA,NA,NA,NA,"Cho","Frenna","OJfam entertainment",33.3333333333333,0,0,0,16.6666666666667,16.6666666666667,0,0,0,0,0,0,0,0,0,0,33.3333333333333
1705231,"14 years old",2,4,"Vwo","Smoked","Vaped","Never Used Cannabis","No","Drunk","Never Used Laughing Gas","No","Every Day","At least Once a Week","3 days per week","3 days per week","Every day","2 or 3 days per week","2 or 3 days per week","1 day per week","Most","Some","None","Agree","Almost never","Often","Often","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","Yes","(Almost) never / Sometimes","Yes",3,2,"manchester city",NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0
1705235,"15 years old",2,4,"Havo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","At least Once a Week","4 days per week","4 days per week","Every day","(Almost) never","(Almost) never","4 or 5 days per week","Some","Some","None","Agree","I don't know","Almost never","Almost never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,3,NA,NA,NA,NA,NA,NA,"Grian","Goodtimeswithscar","Mrbeast",100,0,0,0,0,0,0,0,0,66.6666666666667,0,33.3333333333333,0,0,100,0,0
1705236,"13 years old",2,2,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","5 days per week","3 days per week","Every day","Less than 1 day per week","(Almost) never","(Almost) every day","None","None","None","Neither agree nor disagree","Never","Never","Never","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",0,3,"sparta rotterdam","espn","enzoknol",NA,NA,NA,"don","glomovies","enzo",50,33.3333333333333,0,0,16.6666666666667,16.6666666666667,25,0,0,8.33333333333333,8.33333333333333,8.33333333333333,0,0,0,66.6666666666667,16.6666666666667
1705239,"15 years old",2,4,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","5 days per week","Every day","Every day","4 to 6 days per week","Less than 1 day per week","(Almost) every day","Some","None","None","Agree","Almost never","Sometimes","Almost never","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,3,NA,NA,NA,"anifex","smii7t",NA,"anifex","kudos","iamcade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705256,"13 years old",2,2,"Havo","Smoked","Vaped","Never Used Cannabis","Yes but not for money","Never Drunk","Never Used Laughing Gas","No","Not Every Day","At least Once a Week","Every day","Every day","Every day","Every day","1 day per week","(Almost) every day","Some","Some","Some","Strongly agree","Sometimes","I don't know","Often","No, feels (very) unhappy or neutral (score 1, 2, or 3)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","Yes","(Almost) never / Sometimes","No / Neutral",3,2,"alex uebank","mcqueen_official","noeldeyzels","alex uebank","youthissending","noeldeyzel","spierstheamazing","tgg","goosiest",0,0,11.1111111111111,0,0,0,0,0,11.1111111111111,0,0,0,0,0,0,11.1111111111111,0
1705259,"15 years old",2,4,"Vmbo-gt","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","2 days per week","4 days per week","Not Every Day","1 day per week","(Almost) never","(Almost) every day","None","Some","None","Agree","Sometimes","Often","Never","Yes (score 4 or 5)","Little to no trust in their own future (score 5 or lower)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","No / Neutral",2,3,"the band ghost","serj tankian","metallica",NA,NA,NA,"letsgameitout","8bitryan","cheru",16.6666666666667,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,0,16.6666666666667,0,0
1705264,"13 years old",2,2,"Havo","Smoked","Vaped","Never Used Cannabis","No","Drunk","Never Used Laughing Gas","No","Not Every Day","(Almost) never","5 days per week","4 days per week","Every day","2 or 3 days per week","(Almost) never","4 or 5 days per week","Some","Some","None","Agree","Almost never","Never","Never","No, feels (very) unhappy or neutral (score 1, 2, or 3)","Little to no trust in their own future (score 5 or lower)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","No / Neutral",0,2,"cestmocro","cesrmocrotv","weet k nie",NA,NA,NA,NA,NA,NA,0,33.3333333333333,0,0,0,0,16.6666666666667,0,0,0,16.6666666666667,0,0,0,0,33.3333333333333,0
1705266,"13 years old",2,2,"Vwo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Not Every Day","(Almost) never","Every day","5 days per week","Every day","4 to 6 days per week","2 or 3 days per week","2 or 3 days per week","None","None","None","Strongly agree","Sometimes","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","No / Neutral",3,3,"Cristiano ronaldo","Lionel Messi","Mbappe","Feyenoord","Jude Bellingham","Camavinga","Auziomf","Laatkomers","Qucee",44.4444444444444,11.1111111111111,0,0,11.1111111111111,11.1111111111111,16.6666666666667,0,0,11.1111111111111,0,5.55555555555556,0,0,22.2222222222222,11.1111111111111,22.2222222222222
1705268,"13 years old",2,2,"Havo","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","4 days per week","Every day","Every day","4 to 6 days per week","Every day","4 or 5 days per week","None","None","None","Strongly agree","Sometimes","Often","I don't know",NA," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","No / Neutral",0,2,"EAFC.","433.","Champions league.",NA,NA,NA,"Danny Aarons.",NA,NA,25,50,0,0,0,0,37.5,0,0,25,12.5,0,0,0,50,25,0
1705287,"13 years old",2,2,"Vmbo-gt","Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","6 days per week","Every day","Every day","2 or 3 days per week","Every day","(Almost) every day","None","None","None","Agree","Never","Never","Never","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,2,"ronaldo","haaland","mbappe","433","espn","psg","dani visser","koen weijland","paski",11.1111111111111,22.2222222222222,0,11.1111111111111,5.55555555555556,5.55555555555556,16.6666666666667,0,0,5.55555555555556,11.1111111111111,0,0,0,11.1111111111111,33.3333333333333,0
1705292,"13 years old",2,2,"Havo","Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","6 days per week","Every day","2 or 3 days per week","(Almost) never","(Almost) every day","Some","Some","Some","Agree","Sometimes","Never","Almost never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,3,"Cestmocro","Lionel messi","Drunkpeopledoingthings",NA,NA,NA,"Fearless","Outdoor-boys",NA,40,20,0,0,0,0,10,0,0,20,10,20,0,0,40,20,0
1705295,"15 years old",2,4,"Vmbo-bk","Never Smoked","Never Vaped","Never Used Cannabis","Yes but not for money","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","Every day","Every day","Not Every Day","(Almost) never","2 or 3 days per week","(Almost) every day","None","None","None","Agree","Almost never","Never","Almost never","No, feels (very) unhappy or neutral (score 1, 2, or 3)"," (Very) high trust in their own future (score 8 or higher)","No, finds it difficult / neutral","No","(Almost) never / Sometimes","Yes",3,2,NA,NA,NA,NA,NA,NA,"burdie","chainsfr",NA,50,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,0
1705296,"15 years old",2,4,"Havo","Never Smoked","Never Vaped","Never Used Cannabis","Yes but not for money","Never Drunk","Never Used Laughing Gas","No","Not Every Day","(Almost) never","4 days per week","Every day","Every day","(Almost) never","2 or 3 days per week","(Almost) every day","(Almost) all","(Almost) all","Some","Agree","Never","Often","Almost never","Yes (score 4 or 5)","Moderate/fair trust in their own future (score 6 or 7)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",0,3,NA,NA,NA,NA,NA,NA,"Masteroogwgay","Birdman","The game theorist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705300,"15 years old",2,4,"Vmbo-bk","Never Smoked","Never Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Not Every Day","At least Once a Week","1 day per week","3 days per week","Not Every Day","4 to 6 days per week","1 day per week","4 or 5 days per week","None","None","None","Strongly agree","Never","Never","Never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",3,3,"Messi","Ronaldo","Dylano elibol",NA,NA,NA,"Vassals games","Mrbeast",NA,20,0,0,20,10,0,10,0,0,0,0,20,0,0,40,0,0
1705303,"13 years old",2,2,"Vwo","Never Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Every Day","(Almost) never","3 days per week","Every day","Every day","2 or 3 days per week","1 day per week","2 or 3 days per week","Most","Some","None","Strongly agree","Never","I don't know","Almost never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","(Almost) never / Sometimes","Yes",2,3,NA,NA,NA,NA,NA,NA,"KWO",NA,NA,100,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,100
1705308,"15 years old",2,4,"Vmbo-gt","Smoked","Vaped","Never Used Cannabis","Yes but not for money","Drunk","Never Used Laughing Gas","Yes","Every Day","At least Once a Week","3 days per week","Every day","Every day","4 to 6 days per week","1 day per week","2 or 3 days per week","Most","Most","Most","Neither agree nor disagree","Often","Often","Often","No, feels (very) unhappy or neutral (score 1, 2, or 3)","Little to no trust in their own future (score 5 or lower)","No, finds it difficult / neutral","Yes","Often / (Almost) always","No / Neutral",3,3,"lanarhoades","mn vrienden","timtygran",NA,NA,NA,NA,NA,NA,33.3333333333333,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,33.3333333333333,0
1705310,"13 years old",2,2,"Vmbo-bk","Smoked","Vaped","Never Used Cannabis","No","Never Drunk","Never Used Laughing Gas","No","Not Every Day","(Almost) never","2 days per week","4 days per week","Every day","4 to 6 days per week","4 to 6 days per week","2 or 3 days per week","None","None","None","Strongly disagree","Never","Often","Almost never","Yes (score 4 or 5)"," (Very) high trust in their own future (score 8 or higher)","Yes, does not find it difficult","No","Often / (Almost) always","No / Neutral",3,3,"Hartman","Ronaldo","Feyenoord","mezelf","Je moeder","je moeder","voebtal","voetbal","voetbal",0,11.1111111111111,0,11.1111111111111,5.55555555555556,0,16.6666666666667,0,0,0,0,0,0,0,11.1111111111111,0,11.1111111111111
